"PERIODO","ANO","MES","SEMANA","DIA","HOJE","PONTO","ACESSO","FERIAS","AFASTADO","ADMITIDO","DEMITIDO","PONTO_BATIDAS","ACESSO_BATIDAS","REF_EXE_BATIDAS","REF_FUNC_BATIDAS","EXTRA","EXTERNO","ATRASO","CUSTO","TOTAL_FUNCIONARIOS","TOTAL_TRABALHANDO","MIN_DEMITIDO","MIN_EXTERNO","MIN_ATRASO","TOTAL_ATIVOS"
"03/11/2015","2015","11/2015", "3  Semana" ,"03/11","N","4965","0","0","94","0","88","5537","4097","779","2032","674","710","229","4096","3584","0","-88","-710","-229","3502"
"15/02/2016","2016","02/2016", "2  Semana" ,"15/02","N","4913","0","52","79","9","58","5618","4706","628","0","904","1189","163","4310","3644","0","-58","-1189","-163","3502"
"23/09/2015","2015","09/2015", "4  Semana" ,"23/09","N","5561","0","0","2","0","53","6786","2725","663","1395","715","453","165","3651","3737","0","-53","-453","-165","3502"
"01/08/2015","2015","08/2015", "7  Semana" ,"01/08","N","849","0","0","14","0","48","2446","0","0","0","1734","0","31","14372","3727","0","-48","0","-31","3502"
"12/07/2015","2015","07/2015", "1  Semana" ,"12/07","N","26","0","0","24","0","45","255","64","0","0","9","0","0","96","3714","0","-45","0","0","3502"
"08/07/2015","2015","07/2015", "4  Semana" ,"08/07","N","2214","0","0","49","0","41","5169","2382","698","1606","749","83","0","6708","3673","0","-41","-83","0","3502"
"11/01/2016","2016","01/2016", "2  Semana" ,"11/01","N","4094","0","136","58","0","32","4697","4519","4","65","642","812","204","3300","3572","0","-32","-812","-204","3502"
"10/09/2015","2015","09/2015", "5  Semana" ,"10/09","N","5822","0","0","43","0","32","7097","3301","815","1613","561","515","153","3187","3739","0","-32","-515","-153","3502"
"07/10/2015","2015","10/2015", "4  Semana" ,"07/10","N","2507","0","0","43","0","30","2602","3333","683","1812","268","546","70","2137","3623","0","-30","-546","-70","3502"
"02/07/2015","2015","07/2015", "5  Semana" ,"02/07","N","2422","0","0","45","0","29","5478","2077","913","1405","651","94","0","5909","3601","0","-29","-94","0","3502"
"11/09/2015","2015","09/2015", "6  Semana" ,"11/09","N","5527","0","0","38","0","26","6733","2589","845","1580","580","363","143","3690","3752","0","-26","-363","-143","3502"
"09/11/2015","2015","11/2015", "2  Semana" ,"09/11","N","1250","0","28","33","0","22","1272","3974","774","1692","168","543","7","1215","3621","0","-22","-543","-7","3502"
"12/08/2015","2015","08/2015", "4  Semana" ,"12/08","N","2652","0","0","40","0","21","5578","0","0","803","581","0","183","5881","3727","0","-21","0","-183","3502"
"05/08/2015","2015","08/2015", "4  Semana" ,"05/08","N","2653","0","27","37","0","17","5772","0","0","0","717","0","248","6691","3727","0","-17","0","-248","3502"
"09/07/2015","2015","07/2015", "5  Semana" ,"09/07","N","2481","0","0","30","0","15","5554","2483","709","1476","735","81","0","6499","3673","0","-15","-81","0","3502"
"16/07/2015","2015","07/2015", "5  Semana" ,"16/07","N","2641","0","0","34","0","14","5736","2399","676","1410","653","97","0","6025","3717","0","-14","-97","0","3502"
"17/09/2015","2015","09/2015", "5  Semana" ,"17/09","N","5531","0","0","28","0","10","6712","3185","674","1508","554","473","100","3094","3752","0","-10","-473","-100","3502"
"13/08/2015","2015","08/2015", "5  Semana" ,"13/08","N","2560","0","0","22","0","10","5446","0","1","887","564","0","87","5803","3727","0","-10","0","-87","3502"
"10/11/2015","2015","11/2015", "3  Semana" ,"10/11","N","1830","0","0","22","0","10","1848","4102","736","2045","176","952","12","1759","3622","0","-10","-952","-12","3502"
"16/09/2015","2015","09/2015", "4  Semana" ,"16/09","N","5764","0","0","24","0","9","7051","2892","690","1535","712","340","175","3965","3752","0","-9","-340","-175","3502"
"04/11/2015","2015","11/2015", "4  Semana" ,"04/11","N","5820","0","0","16","25","8","7064","4109","776","2318","685","1052","125","3358","3608","0","-8","-1052","-125","3502"
"01/10/2015","2015","10/2015", "5  Semana" ,"01/10","N","5541","0","0","32","0","7","6786","3737","684","2053","607","744","197","3496","3598","0","-7","-744","-197","3502"
"13/10/2015","2015","10/2015", "3  Semana" ,"13/10","N","5120","0","34","37","36","6","5699","3587","700","2272","794","639","270","4084","3659","0","-6","-639","-270","3502"
"08/10/2015","2015","10/2015", "5  Semana" ,"08/10","N","2151","0","0","19","0","6","2174","3725","650","1807","144","502","15","1150","3623","0","-6","-502","-15","3502"
"01/07/2015","2015","07/2015", "4  Semana" ,"01/07","N","2538","0","0","32","0","6","5595","2132","27","1413","624","146","0","5947","3601","0","-6","-146","0","3502"
"15/07/2015","2015","07/2015", "4  Semana" ,"15/07","N","5248","0","0","28","0","5","11465","2421","666","1446","674","210","0","6040","3717","0","-5","-210","0","3502"
"01/09/2015","2015","09/2015", "3  Semana" ,"01/09","N","5967","0","0","30","40","5","7210","3728","0","1526","621","515","95","3316","3741","0","-5","-515","-95","3502"
"21/07/2015","2015","07/2015", "3  Semana" ,"21/07","N","2587","0","0","25","0","4","5639","2382","664","1394","1811","123","0","13264","3717","0","-4","-123","0","3502"
"01/02/2016","2016","02/2016", "2  Semana" ,"01/02","N","4791","0","0","38","33","4","5601","4704","0","560","967","1201","299","4599","3569","0","-4","-1201","-299","3502"
"17/11/2015","2015","11/2015", "3  Semana" ,"17/11","N","5558","0","0","11","0","3","6655","3968","757","2252","736","984","308","3898","3688","0","-3","-984","-308","3502"
"16/11/2015","2015","11/2015", "2  Semana" ,"16/11","N","4930","0","0","18","0","3","5470","4118","751","2061","598","579","122","3337","3688","0","-3","-579","-122","3502"
"14/09/2015","2015","09/2015", "2  Semana" ,"14/09","N","3659","0","15","28","0","3","4133","2052","401","1326","642","110","319","3777","3752","0","-3","-110","-319","3502"
"13/07/2015","2015","07/2015", "2  Semana" ,"13/07","N","1825","0","36","29","49","3","4872","2283","695","1483","691","71","0","6222","3722","0","-3","-71","0","3502"
"07/01/2016","2016","01/2016", "5  Semana" ,"07/01","N","5345","0","0","17","0","3","6649","4235","764","77","1419","1231","145","8191","3556","0","-3","-1231","-145","3502"
"05/11/2015","2015","11/2015", "5  Semana" ,"05/11","N","5762","0","52","14","0","3","6985","3933","743","2314","676","938","128","3769","3623","0","-3","-938","-128","3502"
"04/01/2016","2016","01/2016", "2  Semana" ,"04/01","N","4112","0","1","35","0","3","4590","3623","668","31","555","1028","108","2917","3518","0","-3","-1028","-108","3502"
"02/10/2015","2015","10/2015", "6  Semana" ,"02/10","N","5452","0","0","16","0","3","6667","3984","589","1863","557","750","184","3367","3598","0","-3","-750","-184","3502"
"23/06/2015","2015","06/2015", "3  Semana" ,"23/06","N","2287","0","0","18","0","2","5277","1985","699","1363","659","90","0","6025","3646","0","-2","-90","0","3502"
"22/10/2015","2015","10/2015", "5  Semana" ,"22/10","N","12","0","1","2","0","2","12","4025","718","1565","1","908","0","4","3573","0","-2","-908","0","3502"
"19/08/2015","2015","08/2015", "4  Semana" ,"19/08","N","5836","0","0","11","0","2","6929","7040","0","1981","838","1369","100","5300","3803","0","-2","-1369","-100","3502"
"18/01/2016","2016","01/2016", "2  Semana" ,"18/01","N","4037","0","30","24","0","2","4728","4040","0","46","580","692","322","3412","3576","0","-2","-692","-322","3502"
"17/10/2015","2015","10/2015", "7  Semana" ,"17/10","N","0","0","0","7","0","2","0","1153","0","572","0","239","0","0","3573","0","-2","-239","0","3502"
"17/08/2015","2015","08/2015", "2  Semana" ,"17/08","N","2690","0","0","37","0","2","3929","2879","0","789","644","589","152","3692","3808","0","-2","-589","-152","3502"
"16/10/2015","2015","10/2015", "6  Semana" ,"16/10","N","2434","0","0","23","0","2","2508","4019","661","312","185","977","40","1529","3653","0","-2","-977","-40","3502"
"16/06/2015","2015","06/2015", "3  Semana" ,"16/06","N","1151","0","0","55","0","2","2444","1857","629","747","303","145","0","3568","3645","0","-2","-145","0","3502"
"16/02/2016","2016","02/2016", "3  Semana" ,"16/02","N","5174","0","0","18","0","2","6282","4528","1105","0","597","1564","167","3562","3644","0","-2","-1564","-167","3502"
"13/11/2015","2015","11/2015", "6  Semana" ,"13/11","N","5646","0","0","8","0","2","6799","3949","737","1729","584","946","144","3326","3688","0","-2","-946","-144","3502"
"12/01/2016","2016","01/2016", "3  Semana" ,"12/01","N","5329","0","0","24","0","2","6403","4493","0","132","641","1362","146","3574","3575","0","-2","-1362","-146","3502"
"11/11/2015","2015","11/2015", "4  Semana" ,"11/11","N","1464","0","0","11","82","2","1487","3914","771","2240","156","869","6","1482","3688","0","-2","-869","-6","3502"
"10/06/2015","2015","06/2015", "4  Semana" ,"10/06","N","1236","0","0","7","0","2","2659","1570","296","515","316","54","0","3345","3613","0","-2","-54","0","3502"
"09/10/2015","2015","10/2015", "6  Semana" ,"09/10","N","1347","0","0","20","0","2","1359","3453","648","1367","125","576","1","1140","3648","0","-2","-576","-1","3502"
"08/06/2015","2015","06/2015", "2  Semana" ,"08/06","N","1835","0","22","23","11","2","2650","2133","665","785","332","139","0","3546","3616","0","-2","-139","0","3502"
"06/11/2015","2015","11/2015", "6  Semana" ,"06/11","N","2644","0","0","6","0","2","2798","4005","721","2121","524","1197","141","4062","3622","0","-2","-1197","-141","3502"
"06/10/2015","2015","10/2015", "3  Semana" ,"06/10","N","5511","0","0","24","0","2","6709","3562","659","2113","867","687","212","4294","3598","0","-2","-687","-212","3502"
"01/11/2015","2015","11/2015", "1  Semana" ,"01/11","N","208","0","0","0","0","2","598","247","0","0","0","18","0","0","3584","0","-2","-18","0","3502"
"23/10/2015","2015","10/2015", "6  Semana" ,"23/10","N","0","0","0","1","0","1","0","4032","708","1535","0","1196","0","0","3573","0","-1","-1196","0","3502"
"22/09/2015","2015","09/2015", "3  Semana" ,"22/09","N","5318","0","0","2","0","1","6581","3211","668","1535","672","390","241","3724","3752","0","-1","-390","-241","3502"
"20/10/2015","2015","10/2015", "3  Semana" ,"20/10","N","0","0","0","17","0","1","0","4030","757","1491","0","1148","0","0","3573","0","-1","-1148","0","3502"
"20/07/2015","2015","07/2015", "2  Semana" ,"20/07","N","1705","0","1","32","0","1","4737","2929","744","1409","1807","133","0","13303","3717","0","-1","-133","0","3502"
"20/01/2016","2016","01/2016", "4  Semana" ,"20/01","N","5320","0","0","11","0","1","6339","4278","0","40","700","1117","123","3573","3576","0","-1","-1117","-123","3502"
"19/02/2016","2016","02/2016", "6  Semana" ,"19/02","N","5267","0","0","1","0","1","6424","4561","763","0","696","1505","242","3449","3644","0","-1","-1505","-242","3502"
"18/09/2015","2015","09/2015", "6  Semana" ,"18/09","N","5459","0","0","19","0","1","6702","3183","646","1319","620","343","233","3150","3752","0","-1","-343","-233","3502"
"18/08/2015","2015","08/2015", "3  Semana" ,"18/08","N","5957","0","0","22","0","1","7153","2800","0","1832","746","796","134","4531","3803","0","-1","-796","-134","3502"
"18/06/2015","2015","06/2015", "5  Semana" ,"18/06","N","1159","0","0","41","0","1","2470","1976","586","812","294","0","0","3236","3645","0","-1","0","0","3502"
"17/07/2015","2015","07/2015", "6  Semana" ,"17/07","N","389","0","0","25","0","1","3331","2481","96","1443","497","215","0","4868","3717","0","-1","-215","0","3502"
"17/02/2016","2016","02/2016", "4  Semana" ,"17/02","N","5535","0","0","9","0","1","6717","4439","735","11","740","1861","189","3872","3644","0","-1","-1861","-189","3502"
"15/09/2015","2015","09/2015", "3  Semana" ,"15/09","N","5474","0","0","22","0","1","6687","2922","687","1461","730","597","192","4262","3752","0","-1","-597","-192","3502"
"14/10/2015","2015","10/2015", "4  Semana" ,"14/10","N","5556","0","0","18","0","1","6602","4029","711","2205","525","896","90","3467","3653","0","-1","-896","-90","3502"
"14/07/2015","2015","07/2015", "3  Semana" ,"14/07","N","5256","0","1","17","0","1","8760","2693","697","1467","698","84","0","6202","3717","0","-1","-84","0","3502"
"14/01/2016","2016","01/2016", "5  Semana" ,"14/01","N","5198","0","0","24","0","1","6214","4585","0","58","649","1137","107","3700","3576","0","-1","-1137","-107","3502"
"12/11/2015","2015","11/2015", "5  Semana" ,"12/11","N","5565","0","0","11","0","1","6793","3870","759","2253","586","816","111","3501","3688","0","-1","-816","-111","3502"
"11/06/2015","2015","06/2015", "5  Semana" ,"11/06","N","1237","0","0","47","0","1","2679","2075","643","849","1811","230","0","17943","3606","0","-1","-230","0","3502"
"10/10/2015","2015","10/2015", "7  Semana" ,"10/10","N","1472","0","0","7","0","1","2520","1132","0","627","213","150","13","1782","3648","0","-1","-150","-13","3502"
"10/07/2015","2015","07/2015", "6  Semana" ,"10/07","N","2241","0","0","15","0","1","5148","2554","659","1476","611","135","0","5453","3673","0","-1","-135","0","3502"
"08/01/2016","2016","01/2016", "6  Semana" ,"08/01","N","4747","0","0","20","0","1","5877","3609","701","64","495","982","263","2979","3558","0","-1","-982","-263","3502"
"07/07/2015","2015","07/2015", "3  Semana" ,"07/07","N","2407","0","1","26","0","1","5452","2419","791","1451","758","136","0","6521","3673","0","-1","-136","0","3502"
"06/08/2015","2015","08/2015", "5  Semana" ,"06/08","N","2546","0","0","41","0","1","5680","3302","599","814","647","568","0","6559","3699","0","-1","-568","0","3502"
"06/07/2015","2015","07/2015", "2  Semana" ,"06/07","N","1779","0","57","26","75","1","4952","2167","983","1543","674","102","0","5920","3669","0","-1","-102","0","3502"
"06/01/2016","2016","01/2016", "4  Semana" ,"06/01","N","5441","0","0","17","31","1","6501","4018","728","86","574","1099","149","3590","3549","0","-1","-1099","-149","3502"
"05/10/2015","2015","10/2015", "2  Semana" ,"05/10","N","4497","0","35","24","26","1","5041","4326","597","2016","630","435","156","3573","3624","0","-1","-435","-156","3502"
"03/07/2015","2015","07/2015", "6  Semana" ,"03/07","N","2263","0","0","29","0","1","5215","2152","302","1379","495","96","0","4440","3594","0","-1","-96","0","3502"
"02/02/2016","2016","02/2016", "3  Semana" ,"02/02","N","5291","0","0","25","0","1","6697","4718","0","539","1805","1457","322","10011","3580","0","-1","-1457","-322","3502"
"31/12/2015","2015","12/2015", "5  Semana" ,"31/12","N","759","0","0","0","0","0","823","133","0","24","270","26","10","2876","3501","0","0","-26","-10","3502"
"31/10/2015","2015","10/2015", "7  Semana" ,"31/10","N","1515","0","0","4","0","0","2606","1320","3","500","210","312","13","2128","3652","0","0","-312","-13","3502"
"31/10/2014","2014","10/2014", "6  Semana" ,"31/10","N","1","0","0","41","0","0","2","0","0","0","0","0","0","0","3689","0","0","0","0","3502"
"31/08/2015","2015","08/2015", "2  Semana" ,"31/08","N","4908","0","0","42","0","0","5490","3942","0","1552","793","578","128","4312","3804","0","0","-578","-128","3502"
"31/07/2015","2015","07/2015", "6  Semana" ,"31/07","N","1969","0","0","35","0","0","4960","0","0","552","494","441","0","5066","3714","0","0","-441","0","3502"
"31/07/2014","2014","07/2014", "5  Semana" ,"31/07","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3613","0","0","0","0","3502"
"31/03/2015","2015","03/2015", "3  Semana" ,"31/03","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3577","0","0","0","0","3502"
"31/01/2016","2016","01/2016", "1  Semana" ,"31/01","N","123","0","0","3","0","0","401","321","0","0","0","35","0","0","3531","0","0","-35","0","3502"
"31/01/2015","2015","01/2015", "7  Semana" ,"31/01","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3685","0","0","0","0","3502"
"30/12/2015","2015","12/2015", "4  Semana" ,"30/12","N","5192","0","0","3","0","0","6496","4126","603","108","974","1201","126","3684","3577","0","0","-1201","-126","3502"
"30/11/2015","2015","11/2015", "2  Semana" ,"30/11","N","1","0","0","33","0","0","2","0","0","0","0","0","0","1","3701","0","0","0","0","3502"
"30/10/2015","2015","10/2015", "6  Semana" ,"30/10","N","5622","0","0","2","0","0","6879","4078","691","2023","576","1249","124","3753","3652","0","0","-1249","-124","3502"
"30/10/2014","2014","10/2014", "5  Semana" ,"30/10","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3689","0","0","0","0","3502"
"30/09/2015","2015","09/2015", "4  Semana" ,"30/09","N","5443","0","0","33","0","0","6597","3581","562","1736","723","781","109","3123","3736","0","0","-781","-109","3502"
"30/09/2014","2014","09/2014", "3  Semana" ,"30/09","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3623","0","0","0","0","3502"
"30/08/2015","2015","08/2015", "1  Semana" ,"30/08","N","154","0","0","2","0","0","460","146","0","0","0","0","0","0","3804","0","0","0","0","3502"
"30/07/2015","2015","07/2015", "5  Semana" ,"30/07","N","2648","0","0","22","0","0","5780","3047","0","441","569","269","0","5424","3715","0","0","-269","0","3502"
"30/07/2014","2014","07/2014", "4  Semana" ,"30/07","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3613","0","0","0","0","3502"
"30/06/2015","2015","06/2015", "3  Semana" ,"30/06","N","2472","0","0","29","0","0","5481","2535","125","1339","640","247","0","5948","3601","0","0","-247","0","3502"
"30/05/2015","2015","05/2015", "7  Semana" ,"30/05","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3666","0","0","0","0","3502"
"30/04/2015","2015","04/2015", "5  Semana" ,"30/04","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3642","0","0","0","0","3502"
"30/03/2015","2015","03/2015", "2  Semana" ,"30/03","N","1","0","0","0","0","0","2","0","0","0","0","0","0","1","3576","0","0","0","0","3502"
"30/01/2016","2016","01/2016", "7  Semana" ,"30/01","N","1601","0","0","1","0","0","2741","1614","0","159","205","429","18","1491","3607","0","0","-429","-18","3502"
"30/01/2015","2015","01/2015", "6  Semana" ,"30/01","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3684","0","0","0","0","3502"
"29/12/2015","2015","12/2015", "3  Semana" ,"29/12","N","1252","0","0","2","0","0","1266","3980","698","122","116","1462","4","891","3501","0","0","-1462","-4","3502"
"29/12/2014","2014","12/2014", "2  Semana" ,"29/12","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3740","0","0","0","0","3502"
"29/11/2014","2014","11/2014", "7  Semana" ,"29/11","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3611","0","0","0","0","3502"
"29/10/2015","2015","10/2015", "5  Semana" ,"29/10","N","5559","0","0","1","0","0","6621","3966","789","2079","704","828","178","4109","3653","0","0","-828","-178","3502"
"29/10/2014","2014","10/2014", "4  Semana" ,"29/10","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3689","0","0","0","0","3502"
"29/09/2015","2015","09/2015", "3  Semana" ,"29/09","N","5743","0","0","7","0","0","6995","3084","704","1938","695","489","192","3485","3739","0","0","-489","-192","3502"
"29/09/2014","2014","09/2014", "2  Semana" ,"29/09","N","1","0","0","2","0","0","2","0","0","0","0","0","0","0","3626","0","0","0","0","3502"
"29/08/2015","2015","08/2015", "7  Semana" ,"29/08","N","1646","0","0","1","0","0","2940","1057","0","511","240","161","18","2198","3804","0","0","-161","-18","3502"
"29/08/2014","2014","08/2014", "6  Semana" ,"29/08","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3645","0","0","0","0","3502"
"29/07/2015","2015","07/2015", "4  Semana" ,"29/07","N","2652","0","0","10","0","0","5763","3127","0","664","549","236","0","5052","3714","0","0","-236","0","3502"
"29/07/2014","2014","07/2014", "3  Semana" ,"29/07","N","2","0","0","0","0","0","3","0","0","0","0","0","1","0","3631","0","0","0","-1","3502"
"29/06/2015","2015","06/2015", "2  Semana" ,"29/06","N","1768","0","1","33","0","0","4760","2067","747","1685","625","139","0","5489","3645","0","0","-139","0","3502"
"29/05/2015","2015","05/2015", "6  Semana" ,"29/05","N","1","0","0","49","0","0","2","0","0","0","0","0","0","0","3673","0","0","0","0","3502"
"29/04/2015","2015","04/2015", "4  Semana" ,"29/04","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3635","0","0","0","0","3502"
"29/01/2016","2016","01/2016", "6  Semana" ,"29/01","N","5371","0","0","2","0","0","6563","4761","0","1090","654","1312","120","3720","3607","0","0","-1312","-120","3502"
"29/01/2015","2015","01/2015", "5  Semana" ,"29/01","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3685","0","0","0","0","3502"
"28/12/2015","2015","12/2015", "2  Semana" ,"28/12","N","1925","0","0","1","0","0","2047","4075","708","160","390","1020","87","1761","3577","0","0","-1020","-87","3502"
"28/11/2015","2015","11/2015", "7  Semana" ,"28/11","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3701","0","0","0","0","3502"
"28/11/2014","2014","11/2014", "6  Semana" ,"28/11","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3613","0","0","0","0","3502"
"28/10/2015","2015","10/2015", "4  Semana" ,"28/10","N","5506","0","0","2","0","0","6526","3934","758","1873","671","1010","152","3769","3653","0","0","-1010","-152","3502"
"28/10/2014","2014","10/2014", "3  Semana" ,"28/10","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3689","0","0","0","0","3502"
"28/09/2015","2015","09/2015", "2  Semana" ,"28/09","N","4223","0","0","5","0","0","4720","3086","696","2007","538","372","120","3376","3739","0","0","-372","-120","3502"
"28/08/2015","2015","08/2015", "6  Semana" ,"28/08","N","4874","0","0","1","0","0","5706","3753","25","1690","628","946","125","4225","3804","0","0","-946","-125","3502"
"28/08/2014","2014","08/2014", "5  Semana" ,"28/08","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3644","0","0","0","0","3502"
"28/07/2015","2015","07/2015", "3  Semana" ,"28/07","N","2710","0","0","2","0","0","5869","3102","661","640","1286","280","0","10287","3717","0","0","-280","0","3502"
"28/07/2014","2014","07/2014", "2  Semana" ,"28/07","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3613","0","0","0","0","3502"
"28/06/2015","2015","06/2015", "1  Semana" ,"28/06","N","23","0","0","1","0","0","227","50","0","0","5","0","0","54","3601","0","0","0","0","3502"
"28/05/2015","2015","05/2015", "5  Semana" ,"28/05","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3666","0","0","0","0","3502"
"28/04/2015","2015","04/2015", "3  Semana" ,"28/04","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3629","0","0","0","0","3502"
"28/03/2015","2015","03/2015", "7  Semana" ,"28/03","N","1","0","0","0","0","0","2","0","0","0","0","0","0","1","3577","0","0","0","0","3502"
"28/02/2015","2015","02/2015", "7  Semana" ,"28/02","N","1","0","0","1","0","0","2","0","0","0","0","0","0","0","3635","0","0","0","0","3502"
"28/01/2016","2016","01/2016", "5  Semana" ,"28/01","N","2538","0","0","2","0","0","2635","4254","0","1875","268","1273","45","2220","3589","0","0","-1273","-45","3502"
"28/01/2015","2015","01/2015", "4  Semana" ,"28/01","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3685","0","0","0","0","3502"
"27/12/2014","2014","12/2014", "7  Semana" ,"27/12","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3739","0","0","0","0","3502"
"27/11/2014","2014","11/2014", "5  Semana" ,"27/11","N","1","0","0","1","0","0","2","0","0","0","0","0","0","0","3613","0","0","0","0","3502"
"27/10/2015","2015","10/2015", "3  Semana" ,"27/10","N","5684","0","0","1","0","0","6903","4051","782","1924","636","917","157","3999","3653","0","0","-917","-157","3502"
"27/10/2014","2014","10/2014", "2  Semana" ,"27/10","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3689","0","0","0","0","3502"
"27/09/2015","2015","09/2015", "1  Semana" ,"27/09","N","115","0","0","1","0","0","385","90","0","0","0","2","0","0","3659","0","0","-2","0","3502"
"27/09/2014","2014","09/2014", "7  Semana" ,"27/09","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3623","0","0","0","0","3502"
"27/08/2015","2015","08/2015", "5  Semana" ,"27/08","N","5565","0","0","1","0","0","6412","2957","189","1911","693","748","189","3516","3804","0","0","-748","-189","3502"
"27/08/2014","2014","08/2014", "4  Semana" ,"27/08","N","1","0","0","0","0","0","2","0","0","0","0","0","0","1","3645","0","0","0","0","3502"
"27/07/2015","2015","07/2015", "2  Semana" ,"27/07","N","1892","0","14","2","0","0","4972","3068","665","623","1792","274","0","13092","3717","0","0","-274","0","3502"
"27/06/2015","2015","06/2015", "7  Semana" ,"27/06","N","613","0","0","6","0","0","1958","511","0","478","378","10","0","3739","3601","0","0","-10","0","3502"
"27/05/2015","2015","05/2015", "4  Semana" ,"27/05","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3666","0","0","0","0","3502"
"27/04/2015","2015","04/2015", "2  Semana" ,"27/04","N","1","0","0","0","0","0","2","0","0","0","0","0","0","1","3622","0","0","0","0","3502"
"27/03/2015","2015","03/2015", "6  Semana" ,"27/03","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3577","0","0","0","0","3502"
"27/01/2016","2016","01/2016", "4  Semana" ,"27/01","N","5530","0","0","2","0","0","6698","4477","0","2169","797","1356","149","4031","3577","0","0","-1356","-149","3502"
"27/01/2015","2015","01/2015", "3  Semana" ,"27/01","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3685","0","0","0","0","3502"
"26/12/2014","2014","12/2014", "6  Semana" ,"26/12","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3739","0","0","0","0","3502"
"26/11/2015","2015","11/2015", "5  Semana" ,"26/11","N","1","0","0","3","0","0","2","0","0","0","0","0","0","1","3701","0","0","0","0","3502"
"26/11/2014","2014","11/2014", "4  Semana" ,"26/11","N","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3613","0","0","0","0","3502"
"26/10/2015","2015","10/2015", "2  Semana" ,"26/10","N","4882","0","19","2","0","0","5396","4074","780","1918","581","802","177","2768","3653","0","0","-802","-177","3502"
